PER,A
1.93155984,0.03015
213.25766299999998,0.629
2.9943299999999997,0.0440549
14.871572,0.118353
41.809118,0.23575100000000002
0.63642408,0.013928399999999999
4.081423,0.049982099999999995
177.6693,0.558942
29.03,0.164916
3.48159251,0.0435651
27.572274199999995,0.18096700000000002
15.054785999999998,0.119323
2.64385,0.0287188
2.8717517999999997,0.0457595
10.41725184,0.09365889999999999
4.761702,0.05539209999999999
184.256405,0.0
8.57503552,0.0883216
1.6168837,0.025737400000000004
4.302149,0.051768299999999996
18.157,0.134393
25.745718,0.170638
8.005777,0.0783205
6.52121067,0.070302
196.435224,0.638509
14.589347,0.11685
52.0688601,0.27379899999999996
21.41616926,0.158582
4.1752387,0.0542977
3.5774690000000002,0.044631199999999996
9.848183,0.0899174
2496.0,3.55427
18.643577,0.137602
4.337234,0.05204930000000001
2127.7,3.26519
11.11990653,0.093078
14.88801098,0.119224
4.927,0.056677
21.347262,0.150603
61.6178167,0.29908
4.457243,0.060845
745.7,1.91887
8.02511821,0.08097889999999999
87.090195,0.38452
11.008151,0.0968462
39.8449,0.225692
15.660544,0.122502
80.87206390000001,0.363536
214.886545,0.672832
6.49168426,0.0681049
214.31141639999998,0.7649229999999999
29.6091744,0.188549
2.4610689999999997,0.035674300000000006
5.996553,0.06459630000000001
3.85560355,0.0485975
0.93511806,0.018961000000000002
8.472382000000001,0.08133489999999999
5.3227405999999995,0.0580264
7.518496000000001,0.0751093
39.859484,0.226831
5.8599440000000005,0.0685234
160.88465087,0.5769810000000001
12.691112,0.10648099999999999
711.0,2.063
25.203478699999998,0.159985
16.3583055,0.139726
1770.0,3.0184
22.36656079,0.150552
5.34264507,0.058171
8.307872,0.0802786
9.61375356,0.0878909
9.3761368,0.0932375
15.59461874,0.12050699999999999
31.778590100000002,0.19765
606.4,1.3029899999999999
0.63400294,0.0135188
25.563222,0.16983099999999998
1.51087637,0.0115051
1.3484954,0.0254851
10.864989999999999,0.087995
15.18725932,0.125745
124.6,0.563801
2.71603809,0.038844800000000006
4.41745855,0.0589428
77.095691,0.354508
2.052868,0.034770999999999996
2.403679,0.0351175
3600.0,3.54863
,
885.5,1.70993
4270.0,5.3341400000000005
0.92990668,0.0197027
51.638000000000005,0.291535
3.9324613,0.0439026
13.817124,0.11269000000000001
5.8881,0.070273
3.024095,0.0449294
1.5449298,0.0278077
13.930698000000001,0.11330699999999999
10.08881,0.09137619999999999
8.45808312,0.0877495
81.73780699,0.363618
7.8457,0.07941319999999999
4.3530135,0.0537034
2.53918318,0.035933
12.883,0.107552
4.85386933,0.05809059999999999
34.18890521,0.20266099999999998
4218.0,5.14931
40.101371,0.229287
5.508023000000001,0.0559503
38.3774623,0.21889299999999998
6.475434,0.06799119999999999
5.11177904,0.06706480000000001
9.59070716,0.08465800000000001
8.962,0.060013699999999996
4.62332,0.05555269999999999
391.9,1.00082
0.813475,0.0142363
26.548955,0.16939500000000002
43.595791999999996,0.242421
21.0874,0.155007
100.8274113,0.407808
185.84,0.8231510000000001
5.45298175,0.05853869999999999
19.67416124,0.147232
5.60014851,0.05846269999999999
5.50860439,0.06000790000000001
3.97076766,0.0453661
53.44945593,0.283142
5.15448442,0.056172900000000005
9.360672000000001,0.086925
3.7012120000000004,0.0468277
4.954,0.0643804
5.97377468,0.056688
13.74,0.08911000000000001
10.3376,0.0928723
11.30119217,0.10142999999999999
1.97034246,0.0285538
8.145610000000001,0.08001439999999999
13.14497566,0.1064
4.646186,0.054492599999999995
1.26025909,0.0217143
9.77,0.0778725
18.92540274,0.136148
17.27629612,0.12241800000000001
952.7,2.28088
85.7350285,0.384289
22.9221266,0.161019
38.5053398,0.217045
18.2206421,0.1432
4.2568,0.0573788
12.509528999999999,0.10546300000000002
17.421174899999997,0.133676
8.28246,0.080381
2.36436901,0.0375152
100.28313399999999,0.42243400000000003
6.246580000000001,0.0726449
14.0329154,0.11193
4.640382,0.0522992
11.17931605,0.104553
14.85888,0.117171
34.3511874,0.20817800000000003
3.930821,0.048744800000000005
56.6449279,0.32821100000000003
2372.0,3.5161
18.010199,0.134468
2.5665459999999998,0.036686500000000004
310.54999,0.9396100000000001
2.58664,0.036125
3.4252602,0.045348900000000004
19.49213,0.14979
86.828989,0.312498
8.51203588,0.08048580000000001
15.771044,0.12307799999999999
130.3546919,0.503142
12.125933999999999,0.103296
14.796745800000002,0.125346
1187.3,2.33328
9.825792,0.0897811
3.83309118,0.0466196
21.997999,0.142061
641.0,1.6698
44.840975,0.247015
240.79893969999998,0.7420260000000001
3.783986,0.0475233
4.533471,0.0549549
8.115317,0.07903330000000001
15.6049212,0.138326
26.020442300000003,0.167139
14.5564533,0.12398499999999998
141.60001,0.5555829999999999
4.49876092,0.05386180000000001
282.5255,0.8254440000000001
1.9078051999999999,0.029172700000000003
1.9000693,0.0295483
4.58352176,0.05706459999999999
30.860936600000002,0.187949
11.32972,0.0987232
418.20001,1.18906
4.2986432,0.0516466
4.89718784,0.053039199999999995
5.14438011,0.0543655
3.132924,0.041902499999999995
62.86916110000001,0.284837
4.34728553,0.0510655
8.09219642,0.0786193
2.75564,0.038467
1.5487743,0.0285236
147.6606,0.441345
3.72215641,0.04668869999999999
,
210.60697000000002,0.7361770000000001
1.58040482,0.0143253
4.51436633,0.0560063
35.622233,0.21187899999999998
83.446393,0.373719
11.448708,0.0994132
17.028937,0.12953800000000001
8.3839865,0.07710449999999999
22.12679948,0.14611400000000002
12.91375431,0.11285999999999999
40.0,0.22813899999999998
798.5,1.6602700000000001
3.652836,0.046581300000000006
42.473269,0.23824099999999998
882.7,1.8852900000000001
6.30560247,0.0614878
0.76486493,0.015382299999999998
1.87788275,0.0308432
24.334712699999997,0.174156
37.3331536,0.225667
3.1289919999999998,0.0452185
1173.0,2.30768
14.425281,0.115973
8.01041,0.0783507
33.867853100000005,0.187771
43.130617,0.240693
6.57531678,0.0686885
551.4,1.59543
2.8126548,0.040253
20.026218,0.144324
58.3620495,0.290481
262.70861,0.8381719999999999
24.99324193,0.17004
0.57103852,0.01281
38.908609999999996,0.22473
2520.0,3.8997
15.31299,0.120683
13.73469807,0.105904
6.766888000000001,0.0700163
572.0,1.36067
42.6318,0.254502
26.444000000000003,0.16455
22.18329658,0.15399300000000002
2.76122421,0.0409325
7.240193,0.0732442
30.4549136,0.186962
25.216751000000002,0.168293
6.5100253,0.06684019999999999
6.99692655,0.0739053
696.3,1.6471
13.5225106,0.108427
1544.0,2.62431
94.2887577,0.401332
142.54424699999998,0.513692
46.858999999999995,0.23712199999999997
13.060022,0.10853499999999999
59.877559999999995,0.257458
54.649575899999995,0.28916
50.28638192,0.271
8.929,0.0476476
116.596,0.520622
28.1,0.125003
1155.7,2.1118
7.053,0.06451090000000001
65.6488341,0.31848699999999996
6.24146367,0.06848489999999999
3.54553021,0.046104
10.937304,0.0964303
5.215357,0.0655498
168.811174,0.557231
3.24674,0.0454854
31.71922,0.18721
177.11,0.6361680000000001
2.580827,0.0368224
11.094286,0.0973508
120.01812720000001,0.532697
3.25427,0.0429776
36.277108,0.214468
5.69919514,0.0624428
4.02582254,0.0495271
